"image","amusement_Mean","amusement_Std","anger_Mean","anger_Std","attachment love_Mean","attachment love_Std","awe_Mean","awe_Std","craving_Mean","craving_Std","disgust_Mean","disgust_Std","excitement_Mean","excitement_Std","fear_Mean","fear_Std","joy_Mean","joy_Std","neutral_Mean","neutral_Std","nurturant love_Mean","nurturant love_Std","sadness_Mean","sadness_Std","positive_Mean","positive_Std","negative_Mean","negative_Std","calm_Mean","calm_Std","aroused_Mean","aroused_Std","motivated to approach_Mean","motivated to approach_Std","motivated to avoid_Mean","motivated to avoid_Std"
"amusement_new_10.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","4.32","0.47","1.0","0.0","6.0","0.0","2.0","0.0","4.8","0.4","1.0","0.0","7.0","0.0","1.0","0.0","4.0","0.0","3.0","0.0","2.42","2.26","",""
"amusement_new_11.jpg","6.34","0.48","1.0","0.0","5.72","0.45","2.98","0.14","1.0","0.0","1.0","0.0","5.34","0.48","1.0","0.0","6.34","0.48","2.0","0.0","4.84","0.62","1.0","0.0","6.96","0.2","1.0","0.0","3.0","0.0","4.34","0.48","1.0","0.0","",""
"amusement_new_12.jpg","6.0","0.0","1.0","0.0","1.9","0.3","2.0","0.0","1.0","0.0","1.0","0.0","4.22","0.42","1.06","0.24","4.08","0.27","2.0","0.0","1.0","0.0","1.0","0.0","5.02","0.14","1.0","0.0","2.0","0.0","4.16","0.37","1.16","0.37","",""
"amusement_new_13.jpg","7.0","0.0","1.0","0.0","4.96","0.2","3.0","0.0","1.08","0.27","1.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.52","0.5","3.68","0.55","1.0","0.0","7.0","0.0","1.0","0.0","4.8","0.4","5.4","0.49","1.2","0.99","",""
"amusement_new_14.jpg","7.0","0.0","1.0","0.0","6.0","0.0","4.0","0.0","1.0","0.0","1.0","0.0","4.4","0.49","1.0","0.0","7.0","0.0","2.0","0.0","5.62","0.49","1.0","0.0","7.0","0.0","1.0","0.0","5.0","0.0","3.24","0.43","1.2","0.99","",""
"amusement_new_15.jpg","7.0","0.0","1.0","0.0","6.08","0.27","2.6","0.49","1.0","0.0","1.0","0.0","4.4","0.49","2.0","0.0","6.14","0.35","2.0","0.0","5.46","0.5","1.0","0.0","7.0","0.0","1.0","0.0","4.0","0.0","3.78","0.42","2.96","2.33","",""
"amusement_new_15_midj_af.jpg","6.0","0.0","1.0","0.0","6.9","0.3","2.6","0.49","1.0","0.0","1.0","0.0","3.06","0.24","1.0","0.0","6.9","0.3","2.0","0.0","6.58","0.5","1.0","0.0","7.0","0.0","1.0","0.0","5.58","0.5","2.06","0.24","5.38","2.63","",""
"amusement_new_15_midj_as.jpg","6.4","0.49","1.0","0.0","7.0","0.0","3.56","0.5","1.0","0.0","1.0","0.0","4.38","0.49","1.0","0.0","7.0","0.0","2.0","0.0","7.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","5.0","0.0","2.8","0.4","7.0","0.0","1.0","0.0"
"amusement_new_15_midj_euna.jpg","7.0","0.0","1.0","0.0","6.08","0.27","2.6","0.49","1.0","0.0","1.0","0.0","4.38","0.49","2.0","0.0","6.12","0.33","2.0","0.0","5.52","0.5","1.0","0.0","7.0","0.0","1.0","0.0","4.0","0.0","3.66","0.48","3.08","2.34","",""
"amusement_new_15_midj_sa.jpg","7.0","0.0","1.0","0.0","7.0","0.0","3.48","0.5","1.0","0.0","1.0","0.0","5.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","6.28","0.45","1.0","0.0","7.0","0.0","1.0","0.0","4.18","0.44","3.94","0.31","6.74","0.9","1.0","0.0"
"amusement_new_16.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","4.3","0.46","1.0","0.0","4.94","0.24","1.0","0.0","7.0","0.0","2.0","0.0","5.78","0.42","1.0","0.0","7.0","0.0","1.0","0.0","4.68","0.47","3.8","0.4","1.5","1.52","",""
"amusement_new_16_midj_af.jpg","7.0","0.0","1.0","0.0","6.0","0.0","3.0","0.0","6.12","0.33","1.0","0.0","5.36","0.48","1.0","0.0","7.0","0.0","1.42","0.5","5.24","0.43","1.0","0.0","7.0","0.0","1.0","0.0","3.92","0.34","4.26","0.44","4.22","2.57","1.0","0.0"
"amusement_new_16_midj_as.jpg","7.0","0.0","1.0","0.0","6.0","0.0","3.16","0.37","5.6","0.49","1.0","0.0","5.02","0.14","1.0","0.0","7.0","0.0","1.72","0.45","6.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","4.0","0.0","4.02","0.14","5.4","1.98","1.0","0.0"
"amusement_new_16_midj_euna.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","4.26","0.44","1.0","0.0","5.0","0.0","1.0","0.0","7.0","0.0","2.0","0.0","5.8","0.4","1.0","0.0","7.0","0.0","1.0","0.0","4.68","0.47","3.82","0.39","1.1","0.71","",""
"amusement_new_16_midj_sa.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.18","0.39","5.4","0.49","1.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","5.32","0.47","1.0","0.0","7.0","0.0","1.0","0.0","3.04","0.28","5.0","0.0","5.5","1.52","1.0","0.0"
"amusement_new_17.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","4.7","0.46","1.0","0.0","6.92","0.27","2.0","0.0","5.7","0.46","1.0","0.0","7.0","0.0","1.0","0.0","3.76","0.43","3.84","0.37","4.6","2.27","",""
"amusement_new_19.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","3.0","0.0","1.0","0.0","4.52","0.5","1.0","0.0","6.0","0.0","2.0","0.0","5.22","0.42","1.0","0.0","7.0","0.0","1.0","0.0","3.58","0.5","3.5","0.51","2.58","1.53","1.0","0.0"
"amusement_new_21.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","3.72","0.45","1.0","0.0","6.0","0.0","2.0","0.0","5.18","0.39","1.0","0.0","7.0","0.0","1.0","0.0","5.0","0.0","2.72","0.45","5.9","0.71","1.0","0.0"
"amusement_new_22.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.3","0.46","1.0","0.0","1.0","0.0","3.26","0.44","1.0","0.0","6.0","0.0","2.0","0.0","6.44","0.54","1.0","0.0","6.86","0.35","1.0","0.0","3.2","0.4","2.26","0.44","1.88","1.84","",""
"amusement_new_24.jpg","7.0","0.0","1.0","0.0","5.02","0.55","2.58","0.5","1.0","0.0","1.0","0.0","5.34","0.48","1.0","0.0","6.48","0.5","1.68","0.47","4.16","0.37","1.0","0.0","6.9","0.3","1.0","0.0","2.74","0.44","4.38","0.49","2.36","2.12","",""
"amusement_new_25.jpg","7.0","0.0","1.0","0.0","5.1","0.42","2.2","0.4","2.0","0.0","2.36","0.48","4.88","0.33","1.16","0.37","6.0","0.0","2.0","0.0","4.72","0.76","1.0","0.0","6.28","0.45","1.64","0.48","4.2","0.4","3.9","0.3","2.26","0.63","2.0","0.0"
"amusement_new_26.jpg","6.08","0.27","1.0","0.0","5.8","0.4","3.12","0.33","1.0","0.0","1.0","0.0","3.26","0.44","1.0","0.0","6.0","0.0","2.0","0.0","6.0","0.0","1.0","0.0","6.86","0.35","1.0","0.0","5.0","0.0","2.42","0.5","1.2","0.76","",""
"amusement_new_27.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","5.9","0.3","1.0","0.0","7.0","0.0","1.0","0.0","5.44","0.5","1.0","0.0","7.0","0.0","1.0","0.0","2.64","0.48","5.16","0.37","3.96","2.78","",""
"amusement_new_30.jpg","7.0","0.0","1.0","0.0","6.0","0.0","3.0","0.0","1.0","0.0","1.0","0.0","3.98","0.14","1.0","0.0","6.84","0.37","2.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","5.0","0.0","2.98","0.14","5.7","1.2","",""
"amusement_new_31.jpg","6.0","0.0","1.0","0.0","6.0","0.0","3.0","0.0","1.0","0.0","1.0","0.0","5.0","0.0","1.0","0.0","6.54","0.5","2.0","0.0","6.2","0.4","1.0","0.0","7.0","0.0","1.0","0.0","3.58","0.5","4.88","0.33","1.0","0.0","",""
"amusement_new_31_midj_af.jpg","4.0","0.0","1.0","0.0","7.0","0.0","5.2","0.4","1.0","0.0","1.0","0.0","4.0","0.0","1.0","0.0","7.0","0.0","2.0","0.0","7.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","5.2","0.4","3.0","0.0","6.06","0.24","1.0","0.0"
"amusement_new_31_midj_as.jpg","6.0","0.0","1.0","0.0","6.64","0.48","4.0","0.0","1.0","0.0","1.0","0.0","5.02","0.14","1.0","0.0","7.0","0.0","1.84","0.37","7.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","4.18","0.52","4.04","0.2","4.92","2.51","1.0","0.0"
"amusement_new_31_midj_euna.jpg","6.0","0.0","1.0","0.0","6.0","0.0","3.0","0.0","1.0","0.0","1.0","0.0","5.0","0.0","1.0","0.0","6.56","0.5","2.0","0.0","6.16","0.37","1.0","0.0","7.0","0.0","1.0","0.0","3.68","0.47","4.88","0.33","1.1","0.71","",""
"amusement_new_31_midj_sa.jpg","7.0","0.0","1.0","0.0","5.8","0.4","6.0","0.0","1.0","0.0","1.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.76","0.43","5.22","0.42","1.0","0.0","7.0","0.0","1.0","0.0","4.2","0.61","5.72","0.45","1.2","0.99","",""
"animals_173_h_midj.jpg","5.0","0.0","1.0","0.0","5.96","0.2","3.56","0.5","1.0","0.0","1.0","0.0","2.12","0.33","1.0","0.0","6.0","0.0","2.14","0.35","5.78","0.42","1.0","0.0","6.54","0.5","1.0","0.0","6.46","0.5","2.0","0.0","2.28","2.13","",""
"poshighnonsoc_11_midj.jpg","7.0","0.0","1.0","0.0","7.0","0.0","3.0","0.0","1.0","0.0","1.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","3.02","0.14","4.98","0.14","7.0","0.0","1.0","0.0"
"poshighnonsoc_11_midj_af.jpg","4.1","0.3","1.0","0.0","6.0","0.0","2.08","0.27","1.0","0.0","1.0","0.0","3.1","0.3","1.0","0.0","6.0","0.0","2.0","0.0","5.2","0.4","1.0","0.0","6.12","0.33","1.0","0.0","4.78","0.42","2.1","0.3","2.4","2.23","",""
"poshighnonsoc_11_midj_as.jpg","5.02","0.14","1.0","0.0","6.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","4.0","0.0","1.0","0.0","6.02","0.14","2.0","0.0","5.22","0.42","1.0","0.0","6.98","0.14","1.0","0.0","4.16","0.37","3.0","0.0","6.0","0.0","1.0","0.0"
"poshighnonsoc_11_midj_euna.jpg","7.0","0.0","1.0","0.0","7.0","0.0","3.0","0.0","1.28","0.45","1.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","3.0","0.0","5.0","0.0","7.0","0.0","1.0","0.0"
"poshighnonsoc_11_midj_sa.jpg","7.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","6.0","0.0","1.0","0.0","7.0","0.0","1.0","0.0","5.1","0.51","1.0","0.0","7.0","0.0","1.0","0.0","1.98","0.25","5.9","0.3","1.0","0.0","",""
"poshighnonsoc_19_midj.jpg","7.0","0.0","1.0","0.0","6.52","0.5","2.92","0.27","1.0","0.0","1.0","0.0","4.2","0.4","1.0","0.0","7.0","0.0","1.48","0.5","6.2","0.4","1.0","0.0","7.0","0.0","1.0","0.0","5.0","0.0","2.8","0.4","5.84","1.87","1.0","0.0"
"poshighnonsoc_19_midj_af.jpg","5.12","0.33","1.0","0.0","6.96","0.2","3.0","0.0","1.0","0.0","1.0","0.0","2.88","0.33","1.0","0.0","6.04","0.2","2.0","0.0","6.96","0.2","1.0","0.0","7.0","0.0","1.0","0.0","6.88","0.33","2.0","0.0","5.6","2.22","1.0","0.0"
"poshighnonsoc_19_midj_as.jpg","7.0","0.0","1.0","0.0","5.18","0.39","4.0","0.0","1.0","0.0","1.0","0.0","4.0","0.0","1.0","0.0","6.0","0.0","2.0","0.0","4.18","0.39","1.0","0.0","6.32","0.47","1.0","0.0","5.0","0.0","3.0","0.0","4.88","1.04","1.0","0.0"
"poshighnonsoc_19_midj_euna.jpg","6.3","0.46","1.0","0.0","6.0","0.0","2.58","0.5","1.0","0.0","1.0","0.0","3.12","0.33","1.0","0.0","6.0","0.0","2.0","0.0","5.78","0.42","1.0","0.0","6.28","0.45","1.0","0.0","4.08","0.27","2.02","0.14","4.64","2.1","1.0","0.0"
"poshighnonsoc_19_midj_sa.jpg","6.0","0.0","1.0","0.0","6.0","0.0","2.76","0.43","1.0","0.0","1.0","0.0","3.78","0.42","1.0","0.0","6.0","0.0","2.0","0.0","5.2","0.4","1.0","0.0","6.52","0.5","1.0","0.0","4.2","0.4","2.66","0.48","4.6","2.27","",""
