image,amusement_Mean,amusement_Std,anger_Mean,anger_Std,attachment love_Mean,attachment love_Std,awe_Mean,awe_Std,craving_Mean,craving_Std,disgust_Mean,disgust_Std,excitement_Mean,excitement_Std,fear_Mean,fear_Std,joy_Mean,joy_Std,neutral_Mean,neutral_Std,nurturant love_Mean,nurturant love_Std,sadness_Mean,sadness_Std,positive_Mean,positive_Std,negative_Mean,negative_Std,calm_Mean,calm_Std,aroused_Mean,aroused_Std,motivated to approach_Mean,motivated to approach_Std,motivated to avoid_Mean,motivated to avoid_Std
amusement_new_10.jpg,6.02,0.1414,1.0,0.0,4.92,0.5284,2.18,0.3881,1.24,0.4314,1.0,0.0,4.4,0.5714,1.0,0.0,5.34,0.4785,2.34,0.7174,3.64,0.7494,1.18,0.3881,6.02,0.1414,1.0,0.0,3.86,0.7562,4.72,0.6074,6.02,0.1414,1.04,0.1979
amusement_new_11.jpg,6.0,0.0,1.06,0.2399,5.28,0.4536,3.14,0.5718,1.2,0.4041,1.0,0.0,5.12,0.3283,1.34,0.4785,5.84,0.3703,2.44,0.5771,5.6,0.4949,1.04,0.1979,6.04,0.1979,1.0,0.0,3.78,0.7365,5.12,0.3283,6.04,0.1979,1.0,0.0
amusement_new_12.jpg,5.96,0.1979,1.82,0.3881,2.06,0.2399,3.32,0.5511,1.18,0.3881,2.0,0.0,5.06,0.2399,2.02,0.1414,5.02,0.1414,2.48,0.5436,1.94,0.2399,1.2,0.4041,5.1,0.303,2.0,0.0,2.0,0.0,5.12,0.3283,5.04,0.2828,2.66,0.5194
amusement_new_13.jpg,6.14,0.3505,1.0,0.0,5.3,0.7354,2.72,0.5729,1.72,0.4965,1.0,0.0,6.26,0.4431,1.0,0.0,6.7,0.4629,1.04,0.1979,3.3,0.8391,1.0,0.0,6.92,0.274,1.0,0.0,1.86,0.3505,6.04,0.1979,6.2,0.4041,1.0,0.0
amusement_new_14.jpg,6.22,0.4185,1.0,0.0,5.7,0.544,5.16,0.4677,1.28,0.4536,1.0,0.0,5.92,0.274,1.72,0.4536,6.04,0.1979,1.54,0.5035,5.8,0.4949,1.0,0.0,6.42,0.4986,1.0,0.0,2.48,0.5436,5.56,0.5014,6.04,0.1979,1.2,0.4041
amusement_new_15.jpg,6.0,0.0,1.0,0.0,5.1,0.3642,2.52,0.5436,1.1,0.303,1.0,0.0,4.42,0.5379,1.96,0.1979,5.44,0.5014,2.34,0.7174,5.6,0.4949,1.26,0.4431,6.0,0.0,1.72,0.4536,2.72,0.7296,5.34,0.4785,5.94,0.2399,1.48,0.5047
amusement_new_15_midj_af.jpg,5.66,0.4785,1.0,0.0,5.92,0.274,3.0,0.6389,1.48,0.5047,1.0,0.0,3.8,0.6389,1.94,0.2399,5.16,0.3703,3.76,0.8221,6.02,0.1414,1.86,0.3505,6.0,0.0,1.24,0.4314,5.62,0.4903,4.48,0.6465,5.96,0.1979,1.24,0.4314
amusement_new_15_midj_as.jpg,6.0,0.0,1.0,0.0,5.94,0.3136,3.2,0.6061,1.24,0.4314,1.0,0.0,3.92,0.5657,1.96,0.1979,5.72,0.4536,3.38,0.7796,6.04,0.1979,1.84,0.3703,6.04,0.1979,1.2,0.4041,5.86,0.3505,4.38,0.6024,6.02,0.1414,1.18,0.3881
amusement_new_15_midj_euna.jpg,6.0,0.0,1.0,0.0,5.1,0.3642,2.52,0.5436,1.1,0.303,1.0,0.0,4.42,0.5379,1.96,0.1979,5.44,0.5014,2.34,0.7174,5.6,0.4949,1.26,0.4431,6.0,0.0,1.72,0.4536,2.72,0.7296,5.34,0.4785,5.94,0.2399,1.48,0.5047
amusement_new_15_midj_sa.jpg,6.02,0.1414,1.0,0.0,5.96,0.3476,3.56,0.6749,1.22,0.4185,1.0,0.0,4.7,0.5803,2.0,0.0,6.02,0.1414,1.96,0.4932,6.06,0.2399,1.96,0.1979,6.06,0.2399,1.26,0.4431,3.78,0.7365,4.92,0.5284,6.2,0.4041,1.24,0.4314
amusement_new_16.jpg,6.0,0.0,1.0,0.0,5.52,0.5047,2.1,0.303,4.5,0.7071,1.0,0.0,5.28,0.4536,1.0,0.0,6.04,0.1979,1.38,0.4903,5.24,0.5175,1.0,0.0,6.14,0.3505,1.0,0.0,3.32,0.7407,5.22,0.4185,6.06,0.2399,1.0,0.0
amusement_new_16_midj_af.jpg,6.02,0.1414,1.0,0.0,3.78,0.7365,2.66,0.5194,5.92,0.274,1.0,0.0,5.0,0.3499,1.0,0.0,6.0,0.0,1.98,0.4734,4.0,0.833,1.0,0.0,6.04,0.1979,1.0,0.0,3.38,0.6667,5.08,0.3959,6.04,0.1979,1.0,0.0
